Customer_ID,Modelo,Edad,ZONA,Fuel,MOTIVO_VENTA,prob_churn,segmento_riesgo,cltv,evr,roi_intervencion,accion_recomendada,intensidad
102096,B,35,CENTRO,HÍBRIDO,No Particular,0.246257,Alto,170.88,42.08,16.0,Llamada personal + Descuento flota,Alta
65885,B,37,CENTRO,HÍBRIDO,No Particular,0.569439,Alto,56.13,31.96,12.152,Email/SMS + Descuento servicio,Media
35759,I,38,ESTE,HÍBRIDO,Particular,0.008061,Bajo,615.61,4.96,1.338,Newsletter de fidelización,Baja
104862,C,57,ESTE,HÍBRIDO,Particular,0.345917,Alto,124.04,42.91,15.546,Llamada personal + Descuento flota,Alta
100155,B,41,SUR,HÍBRIDO,Particular,0.731954,Alto,27.79,20.34,7.735,Email/SMS informativo,Media
85346,E,42,CENTRO,HÍBRIDO,Particular,0.451429,Alto,109.19,49.29,16.161,Llamada personal + Descuento flota,Alta
104326,I,40,CENTRO,HÍBRIDO,No Particular,0.131967,Medio,420.82,55.53,14.969,Email personalizado + Descuento bajo riesgo,Media
104824,H,57,SUR,HÍBRIDO,No Particular,0.010435,Bajo,615.78,6.43,1.82,Newsletter de fidelización,Baja
105114,I,65,CENTRO,HÍBRIDO,Particular,0.441466,Alto,150.92,66.62,17.958,Llamada personal + Descuento flota,Alta
104382,I,26,ESTE,ELÉCTRICO,Particular,0.082752,Medio,490.36,40.58,10.938,Email personalizado + Descuento bajo riesgo,Media
106901,B,31,ESTE,HÍBRIDO,Particular,0.626469,Alto,44.74,28.03,10.658,Email/SMS + Descuento servicio,Media
103859,A,34,SUR,HÍBRIDO,Particular,0.606385,Alto,38.46,23.32,9.328,Email/SMS informativo,Media
100074,I,45,CENTRO,ELÉCTRICO,Particular,0.03519,Bajo,567.16,19.96,5.38,Newsletter de fidelización,Baja
108095,B,29,CENTRO,HÍBRIDO,Particular,0.30329,Alto,142.19,43.13,16.397,Llamada personal + Descuento flota,Alta
107836,I,35,CENTRO,ELÉCTRICO,Particular,0.003154,Bajo,624.76,1.97,0.531,Newsletter de fidelización,Baja
96300,B,40,CENTRO,HÍBRIDO,Particular,0.636894,Alto,42.85,27.29,10.377,Email/SMS + Descuento servicio,Media
100927,I,56,ESTE,HÍBRIDO,Particular,0.558486,Alto,98.05,54.76,14.76,Llamada personal + Descuento flota,Alta
100141,H,47,CENTRO,HÍBRIDO,Particular,0.005542,Bajo,624.91,3.46,0.981,Newsletter de fidelización,Baja
104364,B,59,CENTRO,HÍBRIDO,Particular,0.497316,Alto,73.39,36.5,13.877,Email/SMS + Descuento servicio,Media
105450,B,36,ESTE,HÍBRIDO,No Particular,0.501832,Alto,72.2,36.23,13.776,Email/SMS + Descuento servicio,Media
69278,B,58,ESTE,HÍBRIDO,Particular,0.245065,Alto,171.53,42.04,15.983,Llamada personal + Descuento flota,Alta
106226,B,33,SUR,HÍBRIDO,Particular,0.673594,Alto,36.59,24.64,9.371,Email/SMS informativo,Media
102207,B,53,CENTRO,HÍBRIDO,No Particular,0.668192,Alto,37.47,25.04,9.52,Email/SMS informativo,Media
106634,I,47,CENTRO,HÍBRIDO,Particular,0.483534,Alto,129.78,62.75,16.915,Llamada personal + Descuento flota,Alta
101942,B,48,NORTE,HÍBRIDO,Particular,0.579831,Alto,53.92,31.26,11.887,Email/SMS + Descuento servicio,Media
108450,I,60,NORTE,HÍBRIDO,No Particular,0.020294,Bajo,593.33,12.04,3.246,Newsletter de fidelización,Baja
56627,I,32,CENTRO,ELÉCTRICO,Particular,0.047166,Medio,546.87,25.79,6.953,Email personalizado + Descuento bajo riesgo,Media
40268,A,44,SUR,HÍBRIDO,Particular,0.696802,Alto,26.09,18.18,7.27,Email/SMS informativo,Media
108378,I,39,CENTRO,HÍBRIDO,Particular,0.137641,Medio,413.4,56.9,15.337,Email personalizado + Descuento bajo riesgo,Media
108255,C,38,CENTRO,HÍBRIDO,Particular,0.718733,Alto,29.11,20.92,7.581,Email/SMS informativo,Media
105329,B,42,ESTE,HÍBRIDO,Particular,0.519691,Alto,67.65,35.16,13.367,Email/SMS + Descuento servicio,Media
100745,D,52,NORTE,HÍBRIDO,Particular,0.701873,Alto,33.18,23.29,8.03,Email/SMS informativo,Media
101484,A,47,ESTE,HÍBRIDO,Particular,0.180365,Medio,166.62,30.05,12.021,Email personalizado + Descuento bajo riesgo,Media
106040,I,36,NORTE,HÍBRIDO,No Particular,0.489811,Alto,126.85,62.13,16.747,Llamada personal + Descuento flota,Alta
107591,B,41,CENTRO,HÍBRIDO,Particular,0.488866,Alto,75.65,36.98,14.062,Email/SMS + Descuento servicio,Media
103223,B,29,ESTE,HÍBRIDO,Particular,0.71822,Alto,29.75,21.36,8.123,Email/SMS informativo,Media
103722,B,48,CENTRO,HÍBRIDO,Particular,0.567186,Alto,56.61,32.11,12.209,Email/SMS + Descuento servicio,Media
101201,I,52,ESTE,ELÉCTRICO,Particular,0.347429,Alto,208.89,72.57,19.562,Llamada personal + Descuento flota,Alta
104758,D,52,ESTE,HÍBRIDO,Particular,0.611543,Alto,49.3,30.15,10.396,Email/SMS + Descuento servicio,Media
107250,B,49,SUR,HÍBRIDO,Particular,0.59138,Alto,51.53,30.48,11.588,Email/SMS + Descuento servicio,Media
101451,D,54,ESTE,HÍBRIDO,Particular,0.622547,Alto,47.11,29.33,10.113,Email/SMS + Descuento servicio,Media
91382,B,42,SUR,HÍBRIDO,Particular,0.635518,Alto,43.1,27.39,10.414,Email/SMS + Descuento servicio,Media
102026,D,71,CENTRO,HÍBRIDO,Particular,0.077125,Medio,309.71,23.89,8.237,Email personalizado + Descuento bajo riesgo,Media
103600,I,40,ESTE,ELÉCTRICO,Particular,0.146616,Medio,401.9,58.92,15.883,Email personalizado + Descuento bajo riesgo,Media
104413,D,46,ESTE,HÍBRIDO,Particular,0.00672,Bajo,383.68,2.58,0.889,Newsletter de fidelización,Baja
105642,B,38,NORTE,HÍBRIDO,Particular,0.575363,Alto,54.86,31.56,12.001,Email/SMS + Descuento servicio,Media
106648,I,48,CENTRO,HÍBRIDO,Particular,0.126734,Medio,427.77,54.21,14.613,Email personalizado + Descuento bajo riesgo,Media
106910,A,23,CENTRO,HÍBRIDO,Particular,0.412052,Alto,78.39,32.3,12.92,Email/SMS + Descuento servicio,Media
79306,I,54,CENTRO,HÍBRIDO,Particular,0.20439,Alto,334.48,68.37,18.427,Llamada personal + Descuento flota + Revisión gratuita,Alta
10627,J,50,ESTE,HÍBRIDO,Particular,0.466953,Alto,-17.04,0.0,0.0,Email/SMS informativo,Media
103232,I,30,ESTE,HÍBRIDO,Particular,0.070969,Medio,508.47,36.09,9.727,Email personalizado + Descuento bajo riesgo,Media
107402,A,46,ESTE,HÍBRIDO,Particular,0.054166,Medio,245.06,13.27,5.31,Email personalizado + Descuento bajo riesgo,Media
107842,D,50,ESTE,HÍBRIDO,Particular,0.67994,Alto,36.73,24.98,8.613,Email/SMS informativo,Media
102890,B,28,ESTE,HÍBRIDO,Particular,0.735278,Alto,27.33,20.1,7.641,Email/SMS informativo,Media
105434,I,31,SUR,ELÉCTRICO,Particular,0.080592,Medio,493.64,39.78,10.723,Email personalizado + Descuento bajo riesgo,Media
101753,K,48,NORTE,ELÉCTRICO,Particular,0.088334,Medio,-62.67,0.0,0.0,Newsletter,Baja
83449,B,27,CENTRO,HÍBRIDO,Particular,0.048743,Medio,314.43,15.33,5.828,Email personalizado + Descuento bajo riesgo,Media
101208,A,50,CENTRO,HÍBRIDO,Particular,0.518438,Alto,53.83,27.91,11.164,Email/SMS + Descuento servicio,Media
103503,I,78,CENTRO,HÍBRIDO,Particular,0.43441,Alto,154.73,67.21,18.117,Llamada personal + Descuento flota,Alta
100896,J,40,NORTE,HÍBRIDO,Particular,0.385923,Alto,-22.66,0.0,0.0,Email/SMS informativo,Media
100184,D,38,ESTE,HÍBRIDO,Particular,0.668537,Alto,38.67,25.85,8.914,Email/SMS informativo,Media
107407,I,26,ESTE,ELÉCTRICO,No Particular,0.032982,Bajo,570.97,18.83,5.076,Newsletter de fidelización,Baja
29676,I,32,ESTE,HÍBRIDO,Particular,0.663994,Alto,63.56,42.2,11.375,Email/SMS + Descuento servicio,Media
103475,A,38,CENTRO,HÍBRIDO,Particular,0.650259,Alto,32.08,20.86,8.344,Email/SMS informativo,Media
105881,B,25,CENTRO,HÍBRIDO,Particular,0.006316,Bajo,356.67,2.25,0.857,Newsletter de fidelización,Baja
102147,A,29,NORTE,HÍBRIDO,Particular,0.677505,Alto,28.48,19.3,7.718,Email/SMS informativo,Media
104175,B,54,CENTRO,HÍBRIDO,Particular,0.67307,Alto,36.67,24.68,9.385,Email/SMS informativo,Media
102542,B,49,ESTE,HÍBRIDO,Particular,0.543426,Alto,61.95,33.66,12.8,Email/SMS + Descuento servicio,Media
101286,B,50,ESTE,HÍBRIDO,No Particular,0.656238,Alto,39.47,25.9,9.849,Email/SMS + Descuento servicio,Media
103583,B,32,CENTRO,HÍBRIDO,Particular,0.657396,Alto,39.27,25.82,9.817,Email/SMS informativo,Media
106208,H,38,ESTE,HÍBRIDO,Particular,0.004701,Bajo,626.49,2.95,0.834,Newsletter de fidelización,Baja
102634,C,53,ESTE,HÍBRIDO,Particular,0.154657,Medio,231.49,35.8,12.971,Email personalizado + Descuento bajo riesgo,Media
49039,I,31,CENTRO,HÍBRIDO,Particular,0.486423,Alto,128.42,62.47,16.838,Llamada personal + Descuento flota,Alta
103270,C,48,ESTE,HÍBRIDO,Particular,0.685912,Alto,34.02,23.33,8.454,Email/SMS informativo,Media
104623,B,46,CENTRO,HÍBRIDO,Particular,0.101206,Medio,268.42,27.17,10.329,Email personalizado + Descuento bajo riesgo,Media
104408,I,78,CENTRO,HÍBRIDO,Particular,0.067142,Medio,514.48,34.54,9.311,Email personalizado + Descuento bajo riesgo,Media
101352,I,31,ESTE,HÍBRIDO,Particular,0.422281,Alto,161.47,68.18,18.378,Llamada personal + Descuento flota,Alta
49878,C,41,ESTE,HÍBRIDO,No Particular,0.676374,Alto,35.53,24.03,8.707,Email/SMS informativo,Media
101777,I,46,SUR,HÍBRIDO,No Particular,0.003258,Bajo,624.56,2.03,0.548,Newsletter de fidelización,Baja
107881,I,58,ESTE,HÍBRIDO,Particular,0.548993,Alto,101.69,55.83,15.048,Llamada personal + Descuento flota,Alta
102800,D,37,ESTE,HÍBRIDO,Particular,0.521937,Alto,69.93,36.5,12.585,Email/SMS + Descuento servicio,Media
108146,C,53,CENTRO,HÍBRIDO,Particular,0.630255,Alto,43.42,27.36,9.914,Email/SMS + Descuento servicio,Media
105528,I,30,NORTE,HÍBRIDO,Particular,0.525984,Alto,110.96,58.36,15.731,Llamada personal + Descuento flota,Alta
19663,I,60,ESTE,HÍBRIDO,Particular,0.457572,Alto,142.51,65.21,17.577,Llamada personal + Descuento flota,Alta
103993,D,52,ESTE,HÍBRIDO,Particular,0.559753,Alto,60.56,33.9,11.69,Email/SMS + Descuento servicio,Media
103216,J,48,ESTE,HÍBRIDO,Particular,0.262331,Alto,-34.29,0.0,0.0,Email/SMS informativo,Media
103034,B,37,CENTRO,HÍBRIDO,Particular,0.407222,Alto,100.6,40.97,15.577,Llamada personal + Descuento flota,Alta
102963,H,43,CENTRO,HÍBRIDO,Particular,0.00607,Bajo,623.92,3.79,1.073,Newsletter de fidelización,Baja
100454,D,48,NORTE,HÍBRIDO,Particular,0.718116,Alto,30.68,22.03,7.597,Email/SMS informativo,Media
105137,B,52,CENTRO,HÍBRIDO,Particular,0.266016,Alto,160.41,42.67,16.224,Llamada personal + Descuento flota,Alta
100694,C,50,CENTRO,HÍBRIDO,Particular,0.740678,Alto,26.06,19.3,6.993,Email/SMS informativo,Media
100776,B,27,NORTE,HÍBRIDO,Particular,0.43913,Alto,90.15,39.59,15.052,Llamada personal + Descuento flota,Alta
106418,J,54,CENTRO,HÍBRIDO,Particular,0.537082,Alto,-13.16,0.0,0.0,Email/SMS informativo,Media
100225,B,54,SUR,HÍBRIDO,Particular,0.448242,Alto,87.33,39.15,14.885,Llamada personal + Descuento flota,Alta
105546,I,30,CENTRO,HÍBRIDO,Particular,0.588626,Alto,87.12,51.28,13.822,Llamada personal + Descuento flota,Alta
101622,H,29,ESTE,ELÉCTRICO,Particular,0.003246,Bajo,629.24,2.04,0.579,Newsletter de fidelización,Baja
50125,D,50,NORTE,HÍBRIDO,Particular,0.659539,Alto,40.23,26.54,9.15,Email/SMS + Descuento servicio,Media
103199,C,30,CENTRO,HÍBRIDO,Particular,0.597018,Alto,49.77,29.71,10.765,Email/SMS + Descuento servicio,Media
103876,C,29,ESTE,HÍBRIDO,Particular,0.508842,Alto,69.87,35.55,12.882,Email/SMS + Descuento servicio,Media
105436,J,51,CENTRO,HÍBRIDO,Particular,0.069488,Medio,-63.17,0.0,0.0,Newsletter,Baja
100312,B,41,ESTE,HÍBRIDO,Particular,0.011964,Bajo,350.77,4.2,1.596,Newsletter de fidelización,Baja
108286,E,43,ESTE,HÍBRIDO,Particular,0.242888,Alto,221.41,53.78,17.632,Llamada personal + Descuento flota,Alta
103490,A,38,CENTRO,HÍBRIDO,No Particular,0.722772,Alto,23.04,16.66,6.662,Email/SMS informativo,Media
102595,I,46,ESTE,HÍBRIDO,Particular,0.062685,Medio,521.55,32.69,8.812,Email personalizado + Descuento bajo riesgo,Media
57523,D,49,ESTE,HÍBRIDO,Particular,0.070848,Medio,315.74,22.37,7.714,Email personalizado + Descuento bajo riesgo,Media
103520,I,34,ESTE,ELÉCTRICO,Particular,0.157768,Medio,388.01,61.22,16.5,Email personalizado + Descuento bajo riesgo,Media
101934,C,44,ESTE,HÍBRIDO,Particular,0.744299,Alto,25.57,19.03,6.896,Email/SMS informativo,Media
102200,C,37,ESTE,HÍBRIDO,Particular,0.647986,Alto,40.26,26.09,9.453,Email/SMS + Descuento servicio,Media
101067,A,25,ESTE,HÍBRIDO,Particular,0.630464,Alto,34.86,21.98,8.792,Email/SMS informativo,Media
107684,B,69,CENTRO,HÍBRIDO,Particular,0.472957,Alto,80.06,37.87,14.398,Email/SMS + Descuento servicio,Media
106988,I,48,ESTE,ELÉCTRICO,Particular,0.079528,Medio,495.26,39.39,10.616,Email personalizado + Descuento bajo riesgo,Media
104231,D,51,CENTRO,HÍBRIDO,Particular,0.003054,Bajo,387.93,1.18,0.409,Newsletter de fidelización,Baja
19570,B,40,CENTRO,HÍBRIDO,Particular,0.293619,Alto,146.73,43.08,16.381,Llamada personal + Descuento flota,Alta
103504,B,25,CENTRO,HÍBRIDO,Particular,0.702245,Alto,32.1,22.54,8.572,Email/SMS informativo,Media
33508,A,42,NORTE,HÍBRIDO,Particular,0.710801,Alto,24.42,17.36,6.943,Email/SMS informativo,Media
105827,D,67,CENTRO,HÍBRIDO,No Particular,0.58721,Alto,54.38,31.93,11.012,Email/SMS + Descuento servicio,Media
103137,A,55,CENTRO,HÍBRIDO,Particular,0.709424,Alto,24.58,17.44,6.976,Email/SMS informativo,Media
106781,I,44,SUR,HÍBRIDO,Particular,0.059451,Medio,526.74,31.32,8.441,Email personalizado + Descuento bajo riesgo,Media
107240,B,59,ESTE,HÍBRIDO,Particular,0.690622,Alto,33.88,23.4,8.897,Email/SMS informativo,Media
105620,I,55,CENTRO,ELÉCTRICO,Particular,0.112579,Medio,447.08,50.33,13.567,Email personalizado + Descuento bajo riesgo,Media
102926,B,39,ESTE,HÍBRIDO,Particular,0.410949,Alto,99.33,40.82,15.521,Llamada personal + Descuento flota,Alta
101042,B,27,SUR,HÍBRIDO,Particular,0.553916,Alto,59.55,32.99,12.542,Email/SMS + Descuento servicio,Media
108488,I,58,SUR,HÍBRIDO,Particular,0.004453,Bajo,622.32,2.77,0.747,Newsletter de fidelización,Baja
13990,B,40,ESTE,HÍBRIDO,Particular,0.777259,Alto,21.81,16.95,6.447,Email/SMS informativo,Media
104545,J,32,CENTRO,HÍBRIDO,Particular,0.56682,Alto,-11.74,0.0,0.0,Email/SMS informativo,Media
105563,I,41,CENTRO,HÍBRIDO,Particular,0.111317,Medio,448.84,49.96,13.467,Email personalizado + Descuento bajo riesgo,Media
104579,A,40,CENTRO,HÍBRIDO,No Particular,0.727069,Alto,22.56,16.4,6.561,Email/SMS informativo,Media
107025,D,53,ESTE,HÍBRIDO,Particular,0.249182,Alto,179.64,44.76,15.435,Llamada personal + Descuento flota,Alta
100017,J,37,ESTE,HÍBRIDO,Particular,0.360178,Alto,-24.74,0.0,0.0,Email/SMS informativo,Media
51719,B,40,CENTRO,HÍBRIDO,Particular,0.61232,Alto,47.4,29.03,11.036,Email/SMS + Descuento servicio,Media
101795,I,65,NORTE,HÍBRIDO,Particular,0.059336,Medio,526.93,31.27,8.427,Email personalizado + Descuento bajo riesgo,Media
105175,I,38,NORTE,HÍBRIDO,Particular,0.251608,Alto,287.11,72.24,19.471,Llamada personal + Descuento flota,Alta
105501,C,61,CENTRO,HÍBRIDO,Particular,0.396674,Alto,104.28,41.37,14.988,Llamada personal + Descuento flota,Alta
105217,A,77,CENTRO,HÍBRIDO,Particular,0.701047,Alto,25.57,17.93,7.171,Email/SMS informativo,Media
100985,I,41,ESTE,ELÉCTRICO,Particular,0.177626,Medio,364.34,64.72,17.444,Email personalizado + Descuento bajo riesgo,Media
106417,B,44,ESTE,HÍBRIDO,No Particular,0.582123,Alto,53.44,31.11,11.828,Email/SMS + Descuento servicio,Media
101823,E,46,CENTRO,HÍBRIDO,Particular,0.298402,Alto,184.51,55.06,18.052,Llamada personal + Descuento flota,Alta
100150,B,35,ESTE,HÍBRIDO,Particular,0.637029,Alto,42.82,27.28,10.373,Email/SMS + Descuento servicio,Media
107119,A,25,ESTE,HÍBRIDO,No Particular,0.005942,Bajo,282.85,1.68,0.672,Newsletter de fidelización,Baja
105790,D,42,CENTRO,HÍBRIDO,Particular,0.460802,Alto,87.45,40.29,13.895,Llamada personal + Descuento flota,Alta
49512,B,39,CENTRO,HÍBRIDO,Particular,0.694895,Alto,33.22,23.09,8.778,Email/SMS informativo,Media
103126,B,36,CENTRO,HÍBRIDO,Particular,0.489865,Alto,75.38,36.93,14.04,Email/SMS + Descuento servicio,Media
107207,B,40,SUR,HÍBRIDO,Particular,0.537296,Alto,63.38,34.06,12.949,Email/SMS + Descuento servicio,Media
25984,B,52,SUR,HÍBRIDO,Particular,0.631225,Alto,43.87,27.69,10.53,Email/SMS + Descuento servicio,Media
104118,B,46,CENTRO,HÍBRIDO,Particular,0.007796,Bajo,355.12,2.77,1.053,Newsletter de fidelización,Baja
101235,I,40,CENTRO,ELÉCTRICO,Particular,0.494624,Alto,124.63,61.65,16.616,Llamada personal + Descuento flota,Alta
80557,B,32,ESTE,HÍBRIDO,Particular,0.744794,Alto,26.03,19.39,7.371,Email/SMS informativo,Media
104868,I,28,NORTE,HÍBRIDO,Particular,0.609304,Alto,80.15,48.83,13.163,Email/SMS + Descuento servicio,Media
27753,I,39,ESTE,HÍBRIDO,Particular,0.67894,Alto,59.45,40.36,10.879,Email/SMS + Descuento servicio,Media
102955,I,53,CENTRO,HÍBRIDO,Particular,0.570795,Alto,93.47,53.35,14.38,Llamada personal + Descuento flota,Alta
103276,D,42,NORTE,HÍBRIDO,Particular,0.09662,Medio,291.62,28.18,9.716,Email personalizado + Descuento bajo riesgo,Media
104076,G,52,CENTRO,HÍBRIDO,Particular,0.618355,Alto,74.05,45.79,13.628,Email/SMS + Descuento servicio,Media
102535,I,47,CENTRO,HÍBRIDO,Particular,0.565467,Alto,95.43,53.96,14.545,Llamada personal + Descuento flota,Alta
103274,D,53,CENTRO,HÍBRIDO,Particular,0.011045,Bajo,378.72,4.18,1.442,Newsletter de fidelización,Baja
100495,B,52,CENTRO,HÍBRIDO,Particular,0.614688,Alto,46.95,28.86,10.973,Email/SMS + Descuento servicio,Media
107558,D,41,CENTRO,HÍBRIDO,Particular,0.554,Alto,61.92,34.31,11.829,Email/SMS + Descuento servicio,Media
104402,B,20,SUR,HÍBRIDO,Particular,0.517926,Alto,68.09,35.26,13.408,Email/SMS + Descuento servicio,Media
17561,A,44,NORTE,HÍBRIDO,Particular,0.63452,Alto,34.28,21.75,8.701,Email/SMS informativo,Media
105749,B,54,CENTRO,HÍBRIDO,No Particular,0.649635,Alto,40.6,26.38,10.03,Email/SMS + Descuento servicio,Media
101220,A,37,CENTRO,HÍBRIDO,No Particular,0.009769,Bajo,279.67,2.73,1.093,Newsletter de fidelización,Baja
104890,I,53,NORTE,ELÉCTRICO,Particular,0.440659,Alto,151.35,66.69,17.976,Llamada personal + Descuento flota,Alta
102425,D,46,CENTRO,HÍBRIDO,Particular,0.683257,Alto,36.18,24.72,8.525,Email/SMS informativo,Media
35583,D,57,NORTE,HÍBRIDO,No Particular,0.409087,Alto,104.95,42.93,14.805,Llamada personal + Descuento flota,Alta
100479,C,38,NORTE,HÍBRIDO,Particular,0.703513,Alto,31.33,22.04,7.987,Email/SMS informativo,Media
101976,B,32,SUR,HÍBRIDO,Particular,0.242007,Alto,173.21,41.92,15.938,Llamada personal + Descuento flota,Alta
70836,A,48,NORTE,HÍBRIDO,Particular,0.604266,Alto,38.79,23.44,9.375,Email/SMS informativo,Media
34671,B,54,SUR,HÍBRIDO,Particular,0.708412,Alto,31.18,22.09,8.399,Email/SMS informativo,Media
108441,B,41,ESTE,HÍBRIDO,Particular,0.461375,Alto,83.41,38.48,14.632,Llamada personal + Descuento flota,Alta
106906,D,45,CENTRO,HÍBRIDO,Particular,0.049154,Medio,337.42,16.59,5.719,Email personalizado + Descuento bajo riesgo,Media
103813,I,65,NORTE,HÍBRIDO,Particular,0.059336,Medio,526.93,31.27,8.427,Email personalizado + Descuento bajo riesgo,Media
51631,C,42,NORTE,HÍBRIDO,Particular,0.691036,Alto,33.22,22.96,8.319,Email/SMS informativo,Media
102083,D,53,CENTRO,HÍBRIDO,Particular,0.006883,Bajo,383.49,2.64,0.91,Newsletter de fidelización,Baja
108157,I,29,SUR,HÍBRIDO,Particular,0.481024,Alto,130.97,63.0,16.981,Llamada personal + Descuento flota,Alta
95796,B,58,CENTRO,ELÉCTRICO,Particular,0.391544,Alto,106.11,41.55,15.797,Llamada personal + Descuento flota,Alta
101437,I,28,CENTRO,HÍBRIDO,Particular,0.065598,Medio,516.92,33.91,9.14,Email personalizado + Descuento bajo riesgo,Media
106926,B,58,CENTRO,HÍBRIDO,Particular,0.34964,Alto,122.1,42.69,16.232,Llamada personal + Descuento flota,Alta
101211,B,25,SUR,HÍBRIDO,Particular,0.427435,Alto,93.87,40.12,15.256,Llamada personal + Descuento flota,Alta
25620,I,49,CENTRO,HÍBRIDO,Particular,0.01538,Bajo,602.19,9.26,2.496,Newsletter de fidelización,Baja
102043,B,48,ESTE,HÍBRIDO,No Particular,0.67207,Alto,36.83,24.76,9.413,Email/SMS informativo,Media
107066,D,58,CENTRO,HÍBRIDO,Particular,0.617747,Alto,48.06,29.69,10.237,Email/SMS + Descuento servicio,Media
102419,B,44,CENTRO,HÍBRIDO,Particular,0.681574,Alto,35.3,24.06,9.149,Email/SMS informativo,Media
45960,I,46,ESTE,ELÉCTRICO,Particular,0.046404,Medio,548.15,25.44,6.856,Email personalizado + Descuento bajo riesgo,Media
103339,D,34,ESTE,HÍBRIDO,Particular,0.694818,Alto,34.3,23.83,8.218,Email/SMS informativo,Media
105833,A,31,CENTRO,HÍBRIDO,Particular,0.561756,Alto,45.79,25.72,10.288,Email/SMS + Descuento servicio,Media
106689,B,37,CENTRO,HÍBRIDO,Particular,0.445766,Alto,88.09,39.27,14.931,Llamada personal + Descuento flota,Alta
105316,A,51,CENTRO,HÍBRIDO,Particular,0.012816,Bajo,277.16,3.55,1.421,Newsletter de fidelización,Baja
101460,J,55,CENTRO,HÍBRIDO,Particular,0.138625,Medio,-50.97,0.0,0.0,Newsletter,Baja
87158,C,36,SUR,HÍBRIDO,Particular,0.489314,Alto,75.07,36.73,13.31,Email/SMS + Descuento servicio,Media
101763,A,34,SUR,HÍBRIDO,Particular,0.627974,Alto,35.22,22.12,8.848,Email/SMS informativo,Media
107281,I,33,CENTRO,HÍBRIDO,Particular,0.013827,Bajo,605.02,8.37,2.255,Newsletter de fidelización,Baja
105719,J,26,CENTRO,HÍBRIDO,Particular,0.278928,Alto,-32.47,0.0,0.0,Email/SMS informativo,Media
82219,H,54,ESTE,HÍBRIDO,Particular,0.020722,Bajo,596.97,12.37,3.504,Newsletter de fidelización,Baja
106601,B,41,CENTRO,HÍBRIDO,Particular,0.514925,Alto,68.84,35.45,13.478,Email/SMS + Descuento servicio,Media
105848,I,35,CENTRO,HÍBRIDO,No Particular,0.081189,Medio,492.73,40.0,10.783,Email personalizado + Descuento bajo riesgo,Media
102881,D,35,SUR,HÍBRIDO,Particular,0.178897,Medio,225.25,40.3,13.895,Email personalizado + Descuento bajo riesgo,Media
102874,A,36,CENTRO,HÍBRIDO,Particular,0.683062,Alto,27.78,18.97,7.59,Email/SMS informativo,Media
100058,B,33,ESTE,HÍBRIDO,Particular,0.495037,Alto,73.99,36.63,13.927,Email/SMS + Descuento servicio,Media
107899,I,33,CENTRO,ELÉCTRICO,Particular,0.470095,Alto,136.25,64.05,17.264,Llamada personal + Descuento flota,Alta
105819,D,32,ESTE,HÍBRIDO,Particular,0.639822,Alto,43.81,28.03,9.666,Email/SMS + Descuento servicio,Media
107228,C,77,CENTRO,HÍBRIDO,Particular,0.188107,Medio,208.17,39.16,14.188,Email personalizado + Descuento bajo riesgo,Media
103039,J,48,CENTRO,HÍBRIDO,Particular,0.261872,Alto,-34.34,0.0,0.0,Email/SMS informativo,Media
